Location_ID,Location_Name,Location_Type,City,State,Latitude,Longitude,Ownership_Type,Building_Age_Years,Last_Renovation_Years_Ago,Number_of_Floors,Ramp_Available,Elevator_Available,Wheelchair_Entrance,Braille_Signage,Audio_Announcements,Accessible_Washroom,Tactile_Path,Reserved_Parking,Door_Width_cm,Footpath_Condition,Lighting,Safety_Level,CCTV_Available,Staff_Trained_Accessibility,Multilingual_Signage,Public_Transport_Nearby,Parking_Available,Crowd_Level,Average_Waiting_Time,Daily_Footfall,Staff_Count,Budget_Allocated_Lakh_INR,Complaint_Resolution_Days,Accessibility_Complaints,User_Rating,Google_Maps_Rating,Last_Inspection_Months,Lift_Condition,Emergency_Exit_Accessibility,Accessibility_Score,Accessibility_Category,Improvement_Priority,Infrastructure_Score,Accessibility_Support_Score,Safety_Index,Facility_Score,Crowd_Risk,Complaint_Rate,Accessibility_Efficiency
LOC0750,Thane Central Park,6,22,9,19.293585,73.05051,1,35,24.0,1,1,0,0,0,0,1,0,1,79.6,2,0,2,1,0,0,1,0,0,14.0,999,3.0,16.9,19.0,4,2.8,2.6,14.0,1,0,38.6,Poor,High,3,0,3,1,0.0,0.004,2.5733333333333333
LOC0751,Nashik Grand Mall,5,18,9,19.925159,73.649798,0,4,4.0,7,1,1,0,1,1,1,1,1,77.6,0,0,2,1,0,1,0,0,2,24.0,13526,53.0,151.8,10.0,2,3.5,3.2,23.0,1,1,89.1,Good,Low,4,3,3,0,48.0,0.0001478524432616249,3.5639999999999996
LOC0752,Kochi Domestic Airport,0,12,7,9.877414,76.415384,1,23,16.0,6,1,1,1,0,0,1,1,1,92.8,0,2,2,1,1,1,1,0,1,19.0,18189,77.0,195.1,11.0,3,3.0,3.0,3.0,0,1,81.4,Good,Medium,5,1,5,1,19.0,0.00016492578339747114,4.07
LOC0753,Guwahati Multispeciality Hospital,4,7,1,26.016501,91.670299,0,28,16.0,5,1,1,1,0,1,0,1,0,92.4,1,1,1,1,0,0,0,1,2,13.0,1681,18.0,129.6,3.0,3,4.2,4.3,12.0,1,2,92.9,Excellent,Medium,3,2,3,1,26.0,0.0017835909631391202,6.635714285714286
LOC0754,Patna Temple Complex,8,19,2,25.444175,85.11904,1,105,20.0,1,0,1,0,0,0,1,0,1,70.8,2,0,1,0,0,0,0,1,2,16.0,2136,6.0,22.3,18.0,8,1.6,1.8,21.0,2,0,12.1,Poor,High,3,0,1,1,32.0,0.003743565746373421,0.711764705882353
LOC0755,Nashik Railway Station,7,18,9,19.933752,73.816524,1,75,19.0,1,0,0,0,0,0,0,0,1,69.6,0,0,2,1,0,0,1,0,2,35.0,12921,48.0,62.0,14.0,5,1.9,2.0,5.0,1,2,37.6,Poor,High,1,0,3,1,70.0,0.0003869370066553165,1.0444444444444445
LOC0756,Bhopal Institute of Technology,2,2,8,23.357284,77.422213,0,54,17.0,3,1,0,1,0,0,1,0,1,101.8,0,1,2,1,0,0,1,1,0,10.0,1551,2.0,57.0,19.0,4,2.6,2.7,16.0,1,1,64.5,Average,Medium,4,0,4,2,0.0,0.002577319587628866,5.863636363636363
LOC0757,Thiruvananthapuram College of Engineering,2,23,7,8.604034,76.928196,1,24,15.0,2,1,1,0,1,1,0,0,1,81.6,2,0,1,1,1,0,0,1,1,38.0,4578,23.0,45.4,15.0,4,3.7,3.5,2.0,2,1,61.7,Average,High,3,2,2,1,38.0,0.0008735531775496833,1.5820512820512822
LOC0758,Chandigarh Medical Center,4,3,3,30.633072,76.668378,1,7,3.0,6,1,1,1,0,0,0,1,1,100.3,2,0,2,0,0,1,0,1,2,22.0,1406,11.0,105.0,12.0,1,3.1,3.5,16.0,0,2,74.7,Average,Medium,4,1,2,1,44.0,0.0007107320540156361,3.247826086956522
LOC0759,Jaipur Institute of Technology,2,10,10,26.785333,75.722053,0,19,13.0,3,1,1,0,0,0,0,1,0,84.8,1,0,0,1,0,0,1,0,0,7.0,4178,14.0,58.6,16.0,4,3.8,3.8,7.0,1,2,84.5,Good,Medium,2,1,1,1,0.0,0.000957166786312515,10.5625
LOC0760,Guwahati International Airport,0,7,1,26.292467,91.735645,0,25,11.0,7,1,1,1,1,0,0,1,1,99.5,2,0,0,1,0,0,1,1,2,42.0,18112,72.0,220.5,9.0,2,3.3,3.5,18.0,1,2,91.0,Excellent,Low,4,2,1,2,84.0,0.00011041793187213604,2.116279069767442
LOC0761,Hyderabad Temple Complex,8,8,12,17.494846,78.429262,1,42,12.0,1,0,0,0,0,0,0,1,0,71.4,0,1,1,1,1,1,1,0,0,2.0,1617,4.0,27.0,16.0,8,1.9,1.9,22.0,1,2,33.8,Poor,High,0,1,3,1,0.0,0.004944375772558714,11.266666666666666
LOC0762,Bengaluru Government College,2,1,6,12.972606,77.645587,1,56,15.0,3,1,0,0,0,0,1,0,0,72.1,1,1,1,1,1,0,1,0,0,26.0,2201,4.0,39.9,17.0,6,3.5,4.0,12.0,1,0,46.8,Poor,High,2,0,3,1,0.0,0.0027247956403269754,1.7333333333333332
LOC0763,Kochi Domestic Airport,0,12,7,9.899236,76.191675,1,28,18.0,4,1,1,1,1,0,0,1,0,90.3,0,0,1,1,1,0,1,1,0,14.0,10568,42.0,158.1,10.0,6,3.5,3.6,2.0,2,2,74.4,Average,High,3,2,2,2,0.0,0.0005676979846721544,4.96
LOC0764,Bengaluru Central Park,6,1,6,13.010026,77.72768,1,7,4.0,1,0,1,1,0,1,0,0,0,89.3,1,2,2,1,1,0,0,1,1,11.0,966,5.0,25.2,18.0,7,2.3,2.1,8.0,2,0,51.3,Poor,High,2,1,5,1,11.0,0.007238883143743537,4.2749999999999995
LOC0765,Bhopal Tehsil Office,3,2,8,23.322947,77.469924,1,71,15.0,3,0,0,1,1,0,1,0,1,90.2,0,1,1,1,0,0,1,1,1,30.0,4897,19.0,47.1,13.0,5,3.4,3.2,7.0,1,0,55.8,Average,Medium,3,1,3,2,30.0,0.0010208248264597796,1.7999999999999998
LOC0766,Patna Lake View Point,8,19,2,25.684149,85.075117,1,86,20.0,1,0,1,0,0,0,1,0,1,71.3,2,0,1,1,0,0,0,1,1,20.0,2752,12.0,32.7,22.0,9,1.7,1.6,18.0,0,1,25.7,Poor,High,3,0,2,1,20.0,0.0032691609153650564,1.2238095238095237
LOC0767,Delhi City Park,6,6,4,28.786324,77.025744,1,6,6.0,1,1,0,0,1,0,0,0,0,79.7,1,2,0,0,1,0,1,1,2,5.0,2633,17.0,12.7,19.0,6,3.3,3.1,3.0,1,2,71.3,Average,Medium,1,1,2,2,10.0,0.002277904328018223,11.883333333333333
LOC0768,Udaipur Bus Depot,1,24,10,24.669539,73.749487,1,20,18.0,1,0,0,0,0,0,0,0,0,71.2,0,2,2,0,0,0,1,0,2,3.0,1160,5.0,13.0,19.0,7,3.8,3.5,10.0,1,1,28.1,Poor,High,0,0,4,1,6.0,0.006029285099052541,7.025
LOC0769,Indore Health Centre,4,9,8,22.785319,75.943901,1,29,18.0,4,1,1,0,0,1,0,1,1,88.3,1,0,2,1,0,0,1,1,2,12.0,4576,21.0,67.2,13.0,1,3.5,3.8,3.0,2,2,84.7,Good,Low,3,2,3,2,24.0,0.00021848372296263927,6.515384615384615
LOC0770,Patna Central Park,6,19,2,25.613942,85.042662,1,8,8.0,1,0,0,1,0,1,0,0,0,83.6,1,0,0,1,0,1,1,1,0,11.0,2687,10.0,22.8,22.0,8,2.6,2.3,0.0,1,1,61.9,Average,Medium,1,1,1,2,0.0,0.002976190476190476,5.158333333333333
LOC0771,Jaipur Municipal Office,3,10,10,26.948227,75.930341,1,19,8.0,2,1,1,0,0,1,0,0,0,84.2,2,0,0,1,1,0,0,1,0,21.0,2671,8.0,28.7,23.0,8,2.4,2.6,16.0,1,1,57.7,Average,High,2,1,1,1,0.0,0.0029940119760479044,2.622727272727273
LOC0772,Mumbai International Airport,0,15,9,18.929394,72.906025,1,3,3.0,3,1,0,1,1,1,1,1,1,92.1,2,0,0,1,0,1,1,0,2,36.0,9897,45.0,198.4,5.0,1,3.7,3.5,1.0,1,2,95.1,Excellent,Low,4,3,1,1,72.0,0.00010103051121438674,2.57027027027027
LOC0773,Guwahati Shopping Mall,5,7,1,26.121732,91.687911,0,6,6.0,5,1,1,1,0,1,1,1,1,92.7,1,0,1,1,1,0,0,1,0,29.0,6831,26.0,132.3,1.0,1,3.7,3.9,8.0,0,2,96.9,Excellent,Medium,5,2,2,1,0.0,0.00014637002341920375,3.23
LOC0774,Kolkata Airport Terminal,0,13,14,22.454949,88.333896,0,1,1.0,5,1,0,1,1,0,1,0,1,88.3,2,0,2,1,0,1,0,1,0,7.0,8617,41.0,223.4,3.0,2,3.1,2.7,18.0,1,2,69.5,Average,Medium,4,1,3,1,0.0,0.00023207240659085636,8.6875
LOC0775,Pune District Office,3,20,9,18.427556,73.919961,1,32,14.0,1,0,1,1,1,1,0,0,0,89.5,0,2,0,1,0,1,1,1,1,13.0,1491,3.0,24.5,23.0,3,3.4,3.2,22.0,0,2,71.7,Average,Medium,2,2,3,2,13.0,0.0020107238605898124,5.121428571428572
LOC0776,Visakhapatnam Central Park,6,25,0,17.765181,83.181685,1,31,20.0,1,1,0,1,1,0,0,0,1,96.5,0,1,2,0,1,0,0,1,0,16.0,1176,2.0,17.9,13.0,5,3.5,3.4,3.0,1,2,76.8,Good,Medium,3,1,3,1,0.0,0.004248088360237893,4.517647058823529
LOC0777,Mysuru Grand Mall,5,16,6,12.279182,76.694486,0,23,3.0,5,0,1,1,1,0,1,1,1,89.7,0,2,0,1,1,0,1,1,0,24.0,11780,49.0,178.8,14.0,7,3.8,4.0,7.0,0,2,78.6,Good,Medium,4,2,3,2,0.0,0.0005941770647653001,3.1439999999999997
LOC0778,Bengaluru Multispeciality Hospital,4,1,6,12.945955,77.636545,1,23,18.0,7,1,1,0,0,1,1,1,1,81.3,1,1,0,1,1,1,0,1,0,31.0,2318,10.0,101.0,8.0,1,4.1,4.1,6.0,0,2,100.0,Excellent,Low,4,2,2,1,0.0,0.00043122035360068997,3.125
LOC0779,Mysuru Airport Terminal,0,16,6,12.439587,76.621335,1,6,1.0,3,1,1,1,0,1,1,1,1,94.3,0,1,0,1,1,1,0,1,0,40.0,5577,28.0,171.0,6.0,1,3.7,3.9,7.0,1,1,100.0,Excellent,Low,5,2,2,1,0.0,0.00017927572606669058,2.4390243902439024
LOC0780,Chennai Plaza Mall,5,4,11,13.032018,80.333718,0,1,1.0,5,1,1,1,0,1,0,1,0,92.2,1,1,0,1,0,0,0,1,0,43.0,8377,33.0,162.7,5.0,0,3.6,3.6,3.0,1,2,100.0,Excellent,Low,3,2,2,1,0.0,0.0,2.272727272727273
LOC0781,Udaipur Heritage Fort,8,24,10,24.448404,73.636747,1,30,7.0,1,0,0,1,1,0,0,0,1,84.8,0,0,1,0,0,0,1,0,2,18.0,2800,12.0,21.1,15.0,9,3.1,3.4,11.0,1,0,36.0,Poor,High,2,1,1,1,36.0,0.0032131381649410924,1.894736842105263
LOC0782,Kanpur International Airport,0,11,13,26.527692,80.400085,0,23,7.0,3,1,1,1,0,1,0,1,1,97.9,2,1,2,1,1,1,1,1,1,16.0,19401,74.0,248.9,5.0,1,3.0,2.9,4.0,0,2,92.3,Excellent,Medium,4,2,4,2,16.0,5.1541078239356766e-05,5.429411764705883
LOC0783,Guwahati District Office,3,7,1,26.06303,91.72122,1,33,9.0,2,1,0,0,1,0,0,0,1,81.8,0,1,2,0,1,1,1,1,2,29.0,898,6.0,39.3,12.0,3,2.9,2.5,21.0,1,2,70.9,Average,Medium,2,1,3,2,58.0,0.0033370411568409346,2.3633333333333337
LOC0784,Thiruvananthapuram Bus Depot,1,23,7,8.457911,76.809129,1,8,8.0,1,0,0,0,0,0,0,0,0,75.7,0,1,1,1,0,1,1,1,0,12.0,2248,7.0,18.0,16.0,8,2.6,2.4,21.0,1,0,26.6,Poor,High,0,0,3,2,0.0,0.0035571365051133837,2.0461538461538464
LOC0785,Nagpur Heritage Fort,8,17,9,21.201081,79.230854,1,27,15.0,1,0,0,0,1,0,0,0,0,69.0,2,0,1,1,0,1,1,1,1,17.0,847,2.0,12.5,16.0,10,2.4,2.2,2.0,1,1,28.6,Poor,High,0,1,2,2,17.0,0.01179245283018868,1.588888888888889
LOC0786,Nagpur Health Centre,4,17,9,21.25565,79.135154,1,27,16.0,2,1,0,1,1,1,0,0,1,95.6,2,1,2,1,0,1,1,0,0,32.0,730,5.0,56.7,21.0,2,4.4,4.7,4.0,1,2,77.4,Good,Medium,3,2,4,1,0.0,0.0027359781121751026,2.3454545454545457
LOC0787,Nashik Institute of Technology,2,18,9,20.118972,73.894013,1,39,17.0,3,1,0,0,0,0,1,0,1,85.1,0,0,2,0,0,1,0,1,1,23.0,4761,19.0,37.1,16.0,3,2.2,1.9,10.0,1,0,50.8,Poor,Medium,3,0,2,1,23.0,0.000629987400251995,2.1166666666666667
LOC0788,Chandigarh Bus Stand,1,3,3,30.85825,76.841296,1,28,15.0,1,0,0,0,0,0,0,0,0,85.0,0,2,2,1,0,0,1,0,0,4.0,2130,12.0,13.8,21.0,8,3.1,3.3,10.0,1,1,26.2,Poor,High,0,0,5,1,0.0,0.003754106053496011,5.24
LOC0789,Bengaluru Central Station,7,1,6,12.982959,77.703027,1,86,32.0,2,1,0,1,0,0,0,0,1,91.8,2,0,1,1,0,0,1,0,0,33.0,15011,52.0,109.2,15.0,6,2.4,2.6,7.0,1,2,38.9,Poor,High,3,0,2,1,0.0,0.0003996802557953637,1.1441176470588235
LOC0790,Delhi Tehsil Office,3,6,4,28.785083,76.979675,1,56,13.0,3,0,0,1,1,0,1,0,0,83.6,2,0,0,1,0,0,1,1,0,22.0,2129,10.0,43.7,10.0,5,2.6,3.2,20.0,1,0,43.3,Poor,High,2,1,1,2,0.0,0.002347417840375587,1.8826086956521737
LOC0791,Kochi Domestic Airport,0,12,7,9.994509,76.245666,0,30,12.0,4,1,1,1,1,1,0,1,1,90.1,2,0,1,1,0,0,0,1,1,25.0,4674,24.0,217.1,10.0,6,2.6,2.5,8.0,1,1,73.1,Average,High,4,3,2,1,25.0,0.0012834224598930481,2.8115384615384613
LOC0792,Thiruvananthapuram Public Garden,6,23,7,8.605277,76.899516,1,13,2.0,1,1,0,0,0,0,0,0,0,78.3,0,2,2,1,0,1,0,1,1,7.0,2159,6.0,19.9,26.0,4,1.4,1.6,18.0,1,0,33.2,Poor,High,1,0,5,1,7.0,0.001851851851851852,4.15
LOC0793,Bengaluru General Hospital,4,1,6,13.04406,77.533187,1,44,18.0,6,1,0,1,1,1,1,1,1,99.5,2,0,2,1,0,1,1,0,0,16.0,622,3.0,107.3,8.0,2,2.9,2.7,5.0,1,1,74.2,Average,Medium,4,3,3,1,0.0,0.0032102728731942215,4.364705882352942
LOC0794,Indore Grand Mall,5,9,8,22.724835,75.870325,0,19,12.0,5,1,1,0,1,0,1,1,0,81.8,1,2,0,1,1,0,1,1,2,19.0,10843,46.0,146.4,9.0,0,4.1,3.8,18.0,0,2,96.5,Excellent,Low,3,2,3,2,38.0,0.0,4.825
LOC0795,Kanpur Railway Station,7,11,13,26.50844,80.184009,1,70,23.0,1,1,0,0,0,0,0,0,1,84.7,0,2,2,0,0,0,1,0,1,18.0,16339,66.0,108.5,12.0,5,2.2,2.3,0.0,1,0,34.0,Poor,High,2,0,4,1,18.0,0.0003059975520195838,1.7894736842105263
LOC0796,Coimbatore International Airport,0,5,11,11.019924,76.874739,1,17,2.0,7,1,1,1,1,0,0,1,1,89.7,2,1,2,0,0,0,0,1,2,20.0,14116,63.0,225.1,1.0,0,4.5,4.8,0.0,1,2,91.3,Excellent,Medium,4,2,3,1,40.0,0.0,4.347619047619047
LOC0797,Chandigarh General Hospital,4,3,3,30.602195,76.907916,1,6,6.0,4,1,1,1,1,0,1,0,1,92.2,2,2,2,1,1,0,1,1,1,36.0,4748,26.0,83.8,6.0,1,3.0,3.1,2.0,1,1,83.5,Good,Medium,5,1,5,2,36.0,0.0002105706464518846,2.2567567567567566
LOC0798,Kanpur Railway Station,7,11,13,26.527949,80.410555,1,53,22.0,2,0,1,0,1,0,1,1,1,77.3,0,0,1,1,1,1,1,1,2,31.0,10863,47.0,127.6,4.0,2,3.0,2.6,1.0,0,1,69.4,Average,Medium,3,2,2,2,62.0,0.0001840942562592047,2.16875
LOC0799,Nagpur Junction,7,17,9,21.177423,79.114754,1,11,11.0,1,0,0,1,1,0,0,0,0,94.2,2,0,2,0,1,0,1,1,0,12.0,18105,71.0,115.9,7.0,6,2.5,2.4,13.0,1,2,51.7,Poor,High,1,1,2,2,0.0,0.00033138186236606647,3.976923076923077
LOC0800,Mumbai Plaza Mall,5,15,9,19.136206,72.784433,0,23,8.0,7,1,0,0,1,0,0,1,0,85.4,0,2,2,1,1,0,1,1,1,14.0,17175,71.0,159.4,10.0,3,2.6,2.7,3.0,1,1,61.4,Average,Medium,1,2,5,2,14.0,0.00017466231951560317,4.093333333333333
LOC0801,Bhopal Plaza Mall,5,2,8,23.233764,77.488433,0,7,2.0,5,0,1,1,1,0,0,1,0,82.2,0,1,2,1,1,1,1,0,2,37.0,14828,59.0,148.8,2.0,2,4.2,4.0,10.0,0,1,83.6,Good,Low,2,2,4,1,74.0,0.00013487086115044844,2.1999999999999997
LOC0802,Patna District Office,3,19,2,25.623257,85.0727,1,36,19.0,2,0,0,0,1,0,0,0,0,71.2,0,2,2,0,1,0,1,1,1,8.0,1103,6.0,27.5,21.0,5,3.5,3.8,5.0,1,0,35.4,Poor,High,0,1,4,2,8.0,0.004528985507246377,3.933333333333333
LOC0803,Coimbatore International Airport,0,5,11,10.990623,76.884486,1,16,5.0,7,0,1,0,1,1,1,0,0,73.4,2,1,2,1,0,0,1,1,2,6.0,5154,24.0,217.0,4.0,1,4.0,4.2,13.0,1,1,71.2,Average,Medium,2,2,4,2,12.0,0.00019398642095053346,10.171428571428573
LOC0804,Thiruvananthapuram Public Garden,6,23,7,8.474673,76.99445,0,30,18.0,1,1,0,1,0,0,0,1,1,94.1,0,0,1,0,0,0,1,0,2,12.0,736,4.0,23.0,12.0,0,2.8,2.8,7.0,1,2,63.4,Average,Medium,3,1,1,1,24.0,0.0,4.8769230769230765
LOC0805,Coimbatore Heritage Fort,8,5,11,10.911004,77.050898,1,191,39.0,1,0,0,0,0,0,0,0,1,70.6,1,2,1,1,0,1,0,0,2,19.0,1766,2.0,31.1,23.0,12,1.3,1.1,1.0,1,1,16.2,Poor,High,1,0,4,0,38.0,0.006791171477079796,0.8099999999999999
LOC0806,Kochi Tehsil Office,3,12,7,10.008727,76.154091,1,45,15.0,2,1,0,0,0,0,1,0,0,77.4,1,2,0,1,1,0,1,1,0,30.0,2753,3.0,36.0,21.0,4,2.7,2.3,21.0,1,1,57.6,Average,Medium,2,0,3,2,0.0,0.0014524328249818446,1.8580645161290323
LOC0807,Hyderabad Airport Terminal,0,8,12,17.434615,78.574076,1,27,20.0,7,0,0,1,1,1,1,1,1,91.9,0,1,0,1,0,1,0,1,1,20.0,6961,29.0,142.7,7.0,1,3.6,3.6,3.0,1,0,87.1,Good,Low,3,3,2,1,20.0,0.00014363688595231256,4.147619047619047
LOC0808,Jaipur Botanical Garden,8,10,10,27.025679,75.894029,1,61,27.0,1,0,0,0,0,1,1,0,1,72.5,0,2,0,1,1,0,1,1,0,22.0,2339,3.0,25.7,14.0,10,2.0,2.1,14.0,1,1,36.8,Poor,High,2,1,3,2,0.0,0.004273504273504274,1.5999999999999999
LOC0809,Kolkata City Hospital,4,13,14,22.558612,88.23395,1,59,17.0,7,0,1,1,0,0,1,0,1,88.7,0,0,1,1,0,0,1,1,0,33.0,1272,5.0,62.1,19.0,10,2.8,3.2,12.0,0,2,48.4,Poor,High,4,0,2,2,0.0,0.007855459544383346,1.423529411764706
LOC0810,Kanpur Central Station,7,11,13,26.404188,80.320969,1,13,11.0,2,0,1,1,1,1,0,0,1,88.3,0,1,1,0,1,0,1,1,0,22.0,18169,75.0,104.4,15.0,7,3.1,3.5,8.0,2,1,60.1,Average,High,3,2,2,2,0.0,0.00038525041276829937,2.61304347826087
LOC0811,Surat Botanical Garden,8,21,5,21.080801,72.793607,1,67,30.0,1,0,0,1,0,0,1,0,0,81.6,1,1,2,1,0,0,1,1,1,17.0,605,5.0,23.8,14.0,6,1.5,1.2,11.0,1,1,56.9,Average,Medium,2,0,4,2,17.0,0.009900990099009901,3.161111111111111
LOC0812,Kolkata Bus Depot,1,13,14,22.445502,88.223427,1,4,4.0,1,1,0,0,0,0,1,1,0,82.7,2,0,1,1,0,0,1,0,0,16.0,528,2.0,12.3,17.0,6,2.4,2.1,16.0,1,1,37.6,Poor,High,2,1,2,1,0.0,0.011342155009451797,2.211764705882353
LOC0813,Hyderabad Domestic Airport,0,8,12,17.319265,78.63506,1,16,3.0,4,1,1,1,1,0,0,1,0,89.8,1,1,0,0,1,1,0,1,2,9.0,10810,51.0,233.9,1.0,1,3.7,4.5,4.0,0,2,100.0,Excellent,Low,3,2,1,1,18.0,9.249838127832763e-05,10.0
LOC0814,Kanpur Bus Depot,1,11,13,26.522677,80.370846,1,26,8.0,1,1,0,0,0,1,0,1,0,86.9,2,0,1,0,0,0,1,0,1,12.0,1502,11.0,15.4,23.0,11,1.9,1.9,22.0,1,2,34.3,Poor,High,1,2,1,1,12.0,0.007318695941450432,2.6384615384615384
LOC0815,Pune Railway Station,7,20,9,18.662722,73.918524,1,63,19.0,2,1,0,1,0,1,0,0,1,78.2,2,0,2,0,0,0,0,1,0,12.0,16616,63.0,123.4,11.0,5,2.2,2.7,21.0,1,1,41.6,Poor,High,3,1,2,1,0.0,0.00030089667208280677,3.2
LOC0816,Delhi Grand Mall,5,6,4,28.569847,77.075315,0,7,7.0,3,1,1,1,1,1,1,0,1,90.5,2,0,0,1,1,0,1,1,1,12.0,4247,9.0,117.9,8.0,2,3.9,4.0,6.0,0,2,100.0,Excellent,Low,5,2,1,2,12.0,0.00047080979284369113,7.6923076923076925
LOC0817,Kanpur Medical Center,4,11,13,26.471026,80.303987,1,22,13.0,7,0,1,0,0,1,0,1,1,70.9,1,0,2,0,1,0,1,1,1,7.0,2791,14.0,87.6,17.0,3,3.5,3.0,22.0,2,2,71.3,Average,Medium,2,2,2,2,7.0,0.0010744985673352436,8.9125
LOC0818,Thane Tehsil Office,3,22,9,19.216541,73.112881,1,59,26.0,1,0,0,0,0,0,0,0,0,77.9,0,2,2,1,0,0,1,1,0,6.0,2894,15.0,31.7,16.0,4,2.7,3.0,18.0,1,0,20.5,Poor,High,0,0,5,2,0.0,0.001381692573402418,2.9285714285714284
LOC0819,Hyderabad Junction,7,8,12,17.398231,78.338465,1,83,22.0,2,0,1,0,0,0,1,1,0,85.9,2,2,1,1,0,0,1,1,0,26.0,17384,62.0,105.0,12.0,5,2.0,2.1,16.0,2,1,17.3,Poor,High,2,1,4,2,0.0,0.0002876042565429968,0.6407407407407407
LOC0820,Jaipur City Hospital,4,10,10,27.044673,75.741342,1,9,9.0,6,0,1,1,0,0,1,0,1,92.6,1,0,2,1,0,0,0,1,2,33.0,1633,16.0,61.8,14.0,0,2.7,1.9,20.0,1,2,84.7,Good,Low,4,0,3,1,66.0,0.0,2.4911764705882353
LOC0821,Guwahati International Airport,0,7,1,26.073289,91.631552,1,20,3.0,3,0,1,1,1,0,1,1,0,85.4,1,1,2,0,0,0,0,1,2,16.0,17844,76.0,161.7,3.0,2,3.2,3.3,13.0,1,2,92.3,Excellent,Low,3,2,3,1,32.0,0.00011207621182404035,5.429411764705883
LOC0822,Chennai City Park,6,4,11,13.045402,80.297233,1,20,20.0,1,0,1,0,0,0,0,0,0,82.7,0,2,2,0,0,0,1,1,2,11.0,897,2.0,15.1,19.0,4,3.1,2.6,17.0,2,0,30.9,Poor,High,1,0,4,2,22.0,0.004454342984409799,2.5749999999999997
LOC0823,Kanpur Tehsil Office,3,11,13,26.598171,80.254346,1,76,30.0,3,1,0,0,0,0,0,0,0,89.1,1,0,2,0,1,1,1,1,1,23.0,2897,9.0,41.6,24.0,11,1.7,1.6,14.0,1,0,42.3,Poor,High,1,0,2,2,23.0,0.003795721187025535,1.7625
LOC0824,Lucknow Bus Depot,1,14,13,26.819696,80.914638,1,19,7.0,1,1,0,0,0,0,0,0,0,81.8,0,0,2,0,0,0,1,0,0,13.0,2925,10.0,14.6,24.0,14,2.5,2.3,7.0,1,1,35.4,Poor,High,1,0,2,1,0.0,0.004784688995215311,2.5285714285714285
LOC0825,Patna Heritage Fort,8,19,2,25.489802,85.211037,1,179,46.0,1,0,0,1,0,0,0,0,1,78.1,2,2,1,0,1,0,1,1,1,8.0,2859,11.0,21.6,12.0,6,1.0,1.0,23.0,1,0,8.9,Poor,High,2,0,3,2,8.0,0.002097902097902098,0.9888888888888889
LOC0826,Chennai Heritage Fort,8,4,11,13.106697,80.283889,1,94,23.0,1,0,0,0,0,1,0,0,0,69.7,2,1,0,0,0,0,0,1,1,11.0,1739,6.0,36.6,29.0,10,2.5,2.4,1.0,1,0,25.5,Poor,High,0,1,1,1,11.0,0.005747126436781609,2.125
LOC0827,Coimbatore Public Garden,6,5,11,11.008358,76.845839,1,42,11.0,1,0,0,1,0,0,1,0,0,91.0,2,1,1,0,0,0,0,1,2,18.0,2401,6.0,22.3,11.0,3,3.1,3.4,7.0,1,2,45.9,Poor,High,2,0,2,1,36.0,0.0012489592006661116,2.4157894736842103
LOC0828,Kochi Multispeciality Hospital,4,12,7,9.787641,76.244409,0,3,3.0,2,1,0,1,1,1,1,0,0,85.4,2,0,0,1,0,0,1,0,1,20.0,4529,32.0,150.0,9.0,1,4.1,3.9,12.0,1,2,83.6,Good,Low,3,2,1,1,20.0,0.0002207505518763797,3.9809523809523806
LOC0829,Nashik College of Engineering,2,18,9,20.018607,73.645916,1,33,9.0,2,1,0,1,1,1,0,1,0,94.6,2,2,1,1,0,0,0,1,1,29.0,4981,26.0,33.3,17.0,4,2.9,2.7,20.0,1,1,49.5,Poor,High,2,3,4,1,29.0,0.0008028904054596548,1.65
LOC0830,Hyderabad Degree College,2,8,12,17.310435,78.591472,1,39,17.0,1,1,1,0,1,0,0,0,0,80.0,2,0,1,1,1,0,1,1,0,29.0,1082,7.0,39.5,17.0,6,2.8,2.9,5.0,1,2,55.8,Average,High,2,1,2,2,0.0,0.00554016620498615,1.8599999999999999
LOC0831,Patna City Hospital,4,19,2,25.642134,85.019065,1,58,17.0,7,1,1,0,1,0,0,0,0,80.3,2,2,2,1,0,0,0,1,1,19.0,3069,14.0,94.8,10.0,4,2.4,2.1,10.0,0,2,52.3,Poor,High,2,1,5,1,19.0,0.0013029315960912053,2.6149999999999998
LOC0832,Chennai City Bus Stop,1,4,11,12.972456,80.174834,1,6,6.0,1,0,0,0,0,0,0,0,0,81.3,1,2,2,1,0,0,1,0,1,14.0,2875,15.0,51.7,15.0,0,3.1,3.1,11.0,1,0,42.4,Poor,High,0,0,5,1,14.0,0.0,2.8266666666666667
LOC0833,Thane Lake View Point,8,22,9,19.141182,72.955966,1,181,48.0,1,0,0,0,0,0,1,1,0,62.8,2,0,2,1,0,0,1,0,1,10.0,615,7.0,17.1,19.0,3,2.4,2.3,10.0,1,1,34.0,Poor,High,1,1,3,1,10.0,0.00487012987012987,3.090909090909091
LOC0834,Surat Bus Depot,1,21,5,21.129335,72.832855,1,16,16.0,1,0,0,0,0,0,0,0,0,70.7,0,1,1,1,0,0,1,0,0,7.0,1320,2.0,11.3,18.0,4,2.3,1.9,23.0,1,0,21.6,Poor,High,0,0,3,1,0.0,0.003028009084027252,2.7
