Location_ID,Location_Name,Location_Type,City,State,Latitude,Longitude,Ramp_Available,Elevator_Available,Wheelchair_Entrance,Braille_Signage,Audio_Announcements,Accessible_Washroom,Tactile_Path,Reserved_Parking,Footpath_Condition,Lighting,Safety_Level,CCTV_Available,Public_Transport_Nearby,Parking_Available,Crowd_Level,Average_Waiting_Time,Daily_Footfall,User_Rating,Accessibility_Complaints,Last_Inspection_Months,Number_of_Floors,Lift_Condition,Emergency_Exit_Accessibility,Accessibility_Score,Accessibility_Category,Improvement_Priority
LOC0747,Thane Institute of Technology,College,Thane,Maharashtra,19.165268,72.972401,Yes,No,Yes,Yes,Yes,No,No,No,Good,Average,Medium,Yes,No,Yes,Low,31,3464,3.7,0,4,3,NA,No,75.5,Good,Low
LOC0748,Mysuru Municipal Office,Government Office,Mysuru,Karnataka,12.352064,76.490885,No,Yes,Yes,No,Yes,Yes,No,No,Average,Poor,High,Yes,Yes,Yes,Medium,34,2591,3.9,6,11,3,Average,Yes,68.2,Average,Medium
LOC0749,Kolkata Botanical Garden,Tourist Attraction,Kolkata,West Bengal,22.598547,88.498802,No,No,Yes,No,Yes,Yes,No,No,Poor,Good,Medium,No,Yes,Yes,Low,22,1684,3.3,2,1,1,NA,Partial,54.1,Poor,High
LOC0750,Pune Tehsil Office,Government Office,Pune,Maharashtra,18.501753,73.794973,No,Yes,No,No,No,No,Yes,No,Poor,Poor,Medium,Yes,No,No,Low,27,1610,3.9,2,10,1,Poor,Yes,39.6,Poor,High
LOC0751,Guwahati Junction,Railway Station,Guwahati,Assam,26.106279,91.785256,No,Yes,Yes,No,No,No,No,Yes,Average,Average,Low,Yes,Yes,Yes,High,39,16275,3.4,4,6,2,Poor,Yes,49.1,Poor,High
LOC0752,Coimbatore Tehsil Office,Government Office,Coimbatore,Tamil Nadu,11.024887,76.928985,Yes,No,No,No,No,Yes,No,No,Good,Good,Medium,Yes,No,No,Low,35,4165,3.7,4,19,1,NA,Partial,65,Average,Medium
LOC0753,Bengaluru Tehsil Office,Government Office,Bengaluru,Karnataka,13.06354,77.629465,No,Yes,No,Yes,No,No,No,No,Good,Good,Medium,Yes,No,Yes,High,18,2110,1.8,3,1,2,Poor,Partial,57.9,Average,Medium
LOC0754,Nashik Junction,Railway Station,Nashik,Maharashtra,20.064984,73.727669,Yes,Yes,Yes,Yes,No,Yes,No,No,Good,Poor,Medium,Yes,Yes,Yes,High,31,18111,3,2,20,3,Good,No,72.4,Average,Medium
LOC0755,Surat Central Park,Park,Surat,Gujarat,21.167127,72.770929,No,No,No,Yes,No,No,No,No,Average,Poor,Low,Yes,Yes,Yes,Medium,24,1847,2.3,2,12,1,NA,Partial,29.5,Poor,High
LOC0756,Kanpur Shopping Mall,Mall,Kanpur,Uttar Pradesh,26.526141,80.338815,Yes,No,Yes,No,No,Yes,No,Yes,Good,Average,Low,Yes,Yes,Yes,High,9,18667,3.1,4,5,2,NA,Yes,66.3,Average,High
LOC0757,Indore Junction,Railway Station,Indore,Madhya Pradesh,22.596375,75.752013,Yes,No,No,No,No,No,Yes,No,Poor,Good,Low,Yes,Yes,Yes,Medium,5,6890,3,1,7,1,NA,Partial,44.2,Poor,High
LOC0758,Kochi City Bus Stop,Bus Stop,Kochi,Kerala,9.920483,76.344682,Yes,No,Yes,No,Yes,No,No,No,Average,Poor,Medium,Yes,Yes,No,Medium,18,2129,1.9,2,16,1,NA,Yes,50.7,Poor,Medium
LOC0759,Mumbai Multispeciality Hospital,Hospital,Mumbai,Maharashtra,19.114212,72.947219,No,Yes,Yes,Yes,Yes,No,No,Yes,Good,Good,High,Yes,Yes,Yes,Medium,6,4066,2.2,2,9,5,Poor,Yes,88.7,Good,Low
LOC0760,Chennai Central Park,Park,Chennai,Tamil Nadu,12.990794,80.233331,No,No,No,Yes,No,Yes,No,No,Good,Poor,High,Yes,Yes,Yes,Low,13,755,3.9,3,16,1,NA,No,56.9,Average,Low
LOC0761,Nashik Degree College,College,Nashik,Maharashtra,19.94689,73.924594,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Average,Good,Medium,Yes,No,Yes,Medium,14,1714,3.3,2,9,1,Average,Yes,90,Excellent,Low
LOC0762,Ahmedabad Institute of Technology,College,Ahmedabad,Gujarat,22.945334,72.63619,Yes,Yes,No,No,Yes,No,Yes,No,Poor,Good,Low,Yes,No,No,High,13,833,2.1,6,8,3,Average,Partial,45.3,Poor,High
LOC0763,Patna Domestic Airport,Airport,Patna,Bihar,25.558143,85.210362,No,No,No,No,No,Yes,No,Yes,Average,Average,Medium,Yes,Yes,No,High,42,11228,4,1,17,5,NA,Yes,51.7,Poor,High
LOC0764,Kolkata Medical Center,Hospital,Kolkata,West Bengal,22.43375,88.222125,Yes,Yes,Yes,No,No,Yes,No,No,Poor,Average,Medium,Yes,Yes,Yes,High,24,3629,4.1,3,4,7,Average,Yes,68.3,Average,Medium
LOC0765,Bhopal Museum,Tourist Attraction,Bhopal,Madhya Pradesh,23.166063,77.374864,No,No,No,Yes,No,No,Yes,Yes,Average,Poor,High,Yes,Yes,Yes,Medium,14,2811,2.7,1,9,1,NA,Partial,55,Average,Low
LOC0766,Indore Health Centre,Hospital,Indore,Madhya Pradesh,22.691993,75.849398,Yes,Yes,Yes,No,No,Yes,No,Yes,Good,Average,High,Yes,No,Yes,Medium,8,4174,3.5,1,9,6,Poor,Yes,90.4,Excellent,Low
LOC0767,Mysuru Shopping Mall,Mall,Mysuru,Karnataka,12.263361,76.740428,Yes,Yes,Yes,No,Yes,No,No,No,Average,Good,High,Yes,No,No,High,36,5328,3.2,5,11,5,Good,Partial,74.9,Average,Medium
LOC0768,Hyderabad International Airport,Airport,Hyderabad,Telangana,17.294636,78.56865,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Good,Average,Medium,Yes,Yes,No,Medium,15,16539,3.5,0,13,6,Average,Yes,96.5,Excellent,Low
LOC0769,Nashik Plaza Mall,Mall,Nashik,Maharashtra,19.897483,73.809372,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Good,Good,Medium,Yes,No,Yes,High,27,18520,3.3,4,21,7,Average,Yes,97.5,Excellent,Medium
LOC0770,Nagpur District Office,Government Office,Nagpur,Maharashtra,21.263248,79.222672,No,No,No,No,No,No,No,No,Average,Average,Medium,Yes,No,Yes,Low,6,1804,2.8,2,17,1,NA,Yes,42.2,Poor,Medium
LOC0771,Pune Domestic Airport,Airport,Pune,Maharashtra,18.654244,73.877208,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Poor,Good,High,Yes,No,Yes,High,38,12056,2.8,6,14,7,Good,Yes,87.5,Good,Medium
LOC0772,Mysuru Tehsil Office,Government Office,Mysuru,Karnataka,12.334098,76.515107,No,No,Yes,Yes,No,No,Yes,No,Good,Average,Medium,Yes,Yes,Yes,Low,28,2090,2.9,5,13,2,NA,No,59.8,Average,Medium
LOC0773,Kanpur Public Garden,Park,Kanpur,Uttar Pradesh,26.580066,80.323099,Yes,No,Yes,No,No,Yes,No,No,Good,Poor,Low,Yes,No,Yes,Low,18,320,2.5,2,10,1,NA,Yes,56.4,Average,Medium
LOC0774,Patna City Centre Mall,Mall,Patna,Bihar,25.624669,85.07753,No,No,Yes,No,Yes,No,No,Yes,Average,Poor,Medium,Yes,No,Yes,Medium,44,5098,3.7,1,4,7,NA,Partial,48.7,Poor,Medium
LOC0775,Hyderabad Junction,Railway Station,Hyderabad,Telangana,17.483135,78.475101,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Good,Good,Low,Yes,Yes,Yes,High,9,16588,1.7,5,3,3,Average,Partial,78.6,Good,Medium
LOC0776,Nashik Bus Depot,Bus Stop,Nashik,Maharashtra,19.988591,73.684467,No,No,No,No,No,No,No,Yes,Good,Good,Low,No,Yes,No,High,2,2482,2.4,8,4,1,NA,Partial,34.2,Poor,High
LOC0777,Thiruvananthapuram City Centre Mall,Mall,Thiruvananthapuram,Kerala,8.49745,76.872043,Yes,Yes,No,No,Yes,Yes,No,No,Good,Good,High,Yes,No,Yes,High,9,7113,3.4,0,10,5,Good,Partial,89.7,Good,Low
LOC0778,Udaipur Domestic Airport,Airport,Udaipur,Rajasthan,24.67204,73.75134,No,Yes,Yes,Yes,No,No,No,Yes,Poor,Good,High,Yes,No,Yes,High,21,8492,3.6,4,14,4,Good,Yes,71.5,Average,Medium
LOC0779,Pune Heritage Fort,Tourist Attraction,Pune,Maharashtra,18.370567,73.842622,Yes,Yes,Yes,No,No,No,Yes,Yes,Average,Poor,Low,No,No,Yes,Low,15,1423,1.8,2,3,1,Average,Partial,53.3,Poor,High
LOC0780,Patna City Hospital,Hospital,Patna,Bihar,25.490819,85.052625,Yes,Yes,Yes,No,Yes,No,No,Yes,Good,Poor,High,Yes,Yes,No,Medium,14,1022,3.5,0,4,5,Good,Yes,89.9,Good,Low
LOC0781,Kolkata Central Station,Railway Station,Kolkata,West Bengal,22.558638,88.227578,Yes,Yes,Yes,No,No,No,No,No,Average,Average,Medium,Yes,No,Yes,Low,10,13834,2.2,3,13,2,Good,No,59.2,Average,Medium
LOC0782,Thiruvananthapuram Government College,College,Thiruvananthapuram,Kerala,8.423387,76.911571,No,Yes,Yes,No,Yes,No,No,Yes,Good,Average,High,Yes,No,No,High,29,3456,3.4,6,16,3,Poor,Yes,69,Average,Medium
LOC0783,Lucknow Junction,Railway Station,Lucknow,Uttar Pradesh,26.960623,80.837002,Yes,Yes,No,No,Yes,No,No,No,Poor,Good,Medium,Yes,Yes,No,Low,24,6218,3.2,0,0,2,Average,Partial,64.6,Average,Medium
LOC0784,Thiruvananthapuram Bus Stand,Bus Stop,Thiruvananthapuram,Kerala,8.414546,76.801994,Yes,No,Yes,No,No,No,No,Yes,Poor,Average,Medium,Yes,Yes,No,High,11,1692,3,3,5,1,NA,Partial,46.9,Poor,High
LOC0785,Kanpur Botanical Garden,Tourist Attraction,Kanpur,Uttar Pradesh,26.459209,80.306181,No,No,No,No,No,Yes,No,No,Average,Average,High,Yes,Yes,Yes,Medium,22,743,3.7,1,5,1,NA,Partial,55.6,Average,Low
LOC0786,Bengaluru Multispeciality Hospital,Hospital,Bengaluru,Karnataka,13.010172,77.513364,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Good,Poor,Medium,Yes,Yes,Yes,Low,13,1307,3.3,0,3,2,Good,Yes,95.5,Excellent,Low
LOC0787,Kanpur Shopping Mall,Mall,Kanpur,Uttar Pradesh,26.500724,80.187707,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Average,Poor,Medium,Yes,No,Yes,High,22,12086,3.2,2,9,5,Good,Yes,88.7,Good,Medium
LOC0788,Patna International Airport,Airport,Patna,Bihar,25.58322,84.995587,No,Yes,Yes,Yes,Yes,No,No,No,Average,Average,Medium,Yes,No,Yes,High,23,18631,3.2,3,10,5,Good,Yes,70.7,Average,Medium
LOC0789,Kanpur International Airport,Airport,Kanpur,Uttar Pradesh,26.523231,80.461676,Yes,Yes,Yes,No,Yes,No,No,Yes,Good,Good,Medium,Yes,Yes,Yes,Medium,40,10723,3.9,0,17,3,Good,Yes,97.2,Excellent,Low
LOC0790,Bhopal Domestic Airport,Airport,Bhopal,Madhya Pradesh,23.331179,77.479005,Yes,No,Yes,No,Yes,No,Yes,Yes,Good,Average,Medium,Yes,Yes,Yes,High,33,17334,4.1,5,19,3,NA,Yes,78.5,Good,Medium
LOC0791,Nagpur Airport Terminal,Airport,Nagpur,Maharashtra,21.18305,78.988175,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Poor,Average,Medium,Yes,Yes,Yes,Medium,40,14413,5,0,23,4,Good,Yes,90.5,Excellent,Medium
LOC0792,Chennai Institute of Technology,College,Chennai,Tamil Nadu,13.115893,80.359011,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Good,Poor,High,Yes,No,No,High,35,2403,3.7,6,0,1,Good,Yes,90.3,Excellent,Medium
LOC0793,Mumbai City Hospital,Hospital,Mumbai,Maharashtra,18.969436,72.903315,No,Yes,Yes,No,No,No,Yes,No,Good,Good,Medium,Yes,No,Yes,Low,11,4804,4.9,3,3,7,Good,Yes,85.8,Good,Low
LOC0794,Surat Junction,Railway Station,Surat,Gujarat,21.088052,72.880228,Yes,Yes,Yes,No,No,Yes,Yes,No,Average,Good,Medium,No,Yes,Yes,Medium,13,6601,2.9,3,16,1,Good,Partial,78.9,Good,Low
LOC0795,Thiruvananthapuram Airport Terminal,Airport,Thiruvananthapuram,Kerala,8.48997,76.8599,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Average,Poor,Medium,Yes,No,No,Medium,17,17062,3.8,0,1,5,Good,Yes,90.2,Excellent,Low
LOC0796,Kolkata Central Station,Railway Station,Kolkata,West Bengal,22.469251,88.280536,Yes,Yes,No,No,No,No,No,No,Good,Good,High,Yes,Yes,Yes,Medium,42,7347,3.2,4,23,3,Good,Yes,81.9,Good,Low
LOC0797,Surat Shopping Mall,Mall,Surat,Gujarat,21.105747,72.733193,No,Yes,No,Yes,No,No,No,Yes,Average,Good,High,Yes,Yes,Yes,High,9,8484,3.8,3,18,6,Poor,Yes,69.3,Average,Medium
LOC0798,Coimbatore Public Garden,Park,Coimbatore,Tamil Nadu,11.117875,76.832691,No,No,Yes,No,No,No,No,No,Average,Poor,Low,No,No,Yes,Low,16,1542,1.9,2,14,1,NA,No,17,Poor,High
LOC0799,Visakhapatnam Junction,Railway Station,Visakhapatnam,Andhra Pradesh,17.796712,83.331197,No,Yes,Yes,No,No,Yes,No,Yes,Poor,Good,Medium,Yes,Yes,Yes,Medium,12,10840,3.7,3,20,2,Good,No,58.7,Average,Medium
LOC0800,Kanpur Grand Mall,Mall,Kanpur,Uttar Pradesh,26.394111,80.38341,Yes,Yes,Yes,No,Yes,No,No,Yes,Poor,Good,High,Yes,Yes,Yes,Medium,16,12844,3.2,3,16,5,Good,Yes,82.8,Good,Low
LOC0801,Jaipur Domestic Airport,Airport,Jaipur,Rajasthan,26.978544,75.923143,Yes,Yes,No,Yes,No,Yes,Yes,No,Average,Good,High,Yes,No,No,Medium,29,12041,3.6,2,15,3,Good,Yes,93,Excellent,Low
LOC0802,Coimbatore Collectorate Office,Government Office,Coimbatore,Tamil Nadu,11.111838,77.048254,Yes,No,No,Yes,Yes,Yes,No,Yes,Poor,Average,Low,Yes,Yes,No,Medium,34,1877,2.9,4,15,1,NA,Yes,56.2,Average,High
LOC0803,Pune Railway Station,Railway Station,Pune,Maharashtra,18.494725,73.719501,No,Yes,Yes,Yes,No,Yes,No,Yes,Good,Poor,High,Yes,Yes,Yes,Medium,17,14049,2.1,4,0,1,Average,Yes,81.1,Good,Low
LOC0804,Patna International Airport,Airport,Patna,Bihar,25.608245,85.014657,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Poor,Average,High,Yes,Yes,Yes,Low,28,16489,4,2,16,6,Average,No,85,Good,Low
LOC0805,Chandigarh Temple Complex,Tourist Attraction,Chandigarh,Chandigarh,30.712362,76.832245,Yes,Yes,Yes,No,No,No,No,No,Poor,Average,Low,No,No,Yes,Low,23,1144,3,2,5,1,Good,No,44.6,Poor,High
LOC0806,Kolkata City Hospital,Hospital,Kolkata,West Bengal,22.474663,88.443277,Yes,Yes,Yes,No,No,No,Yes,No,Average,Poor,High,Yes,No,Yes,High,21,3751,3.5,3,14,7,Average,Partial,64,Average,Medium
LOC0807,Udaipur Domestic Airport,Airport,Udaipur,Rajasthan,24.590337,73.793495,Yes,Yes,No,Yes,No,No,No,Yes,Average,Good,Low,Yes,No,Yes,Medium,24,7400,3.5,0,13,4,Average,Yes,72.5,Average,Medium
LOC0808,Surat Public Garden,Park,Surat,Gujarat,21.266371,72.682345,No,No,No,Yes,No,No,No,Yes,Good,Average,Medium,Yes,Yes,Yes,Low,18,366,2.7,5,0,1,NA,Yes,64.1,Average,Medium
LOC0809,Lucknow Temple Complex,Tourist Attraction,Lucknow,Uttar Pradesh,26.758376,81.071427,No,Yes,Yes,No,No,No,No,No,Good,Good,High,Yes,No,Yes,Low,22,854,3.2,2,0,1,Average,No,70,Average,Low
LOC0810,Chennai Institute of Technology,College,Chennai,Tamil Nadu,13.026473,80.283548,Yes,Yes,No,No,No,Yes,No,No,Average,Good,Low,No,No,Yes,Medium,14,2020,3.4,2,16,2,Average,No,51.2,Poor,High
LOC0811,Bhopal Central Park,Park,Bhopal,Madhya Pradesh,23.274721,77.505113,Yes,No,No,No,No,No,No,No,Average,Average,Medium,Yes,No,Yes,Medium,17,1947,3.5,2,20,1,NA,No,41.9,Poor,Medium
LOC0812,Jaipur City Centre Mall,Mall,Jaipur,Rajasthan,27.043804,75.684035,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Good,Good,Medium,Yes,No,Yes,High,41,3910,3.8,1,11,3,Average,No,88,Good,Medium
LOC0813,Thane Government College,College,Thane,Maharashtra,19.18481,73.028271,Yes,Yes,Yes,Yes,No,Yes,No,No,Good,Average,High,Yes,Yes,No,High,13,3432,3.4,3,4,2,Good,Partial,93.2,Excellent,Low
LOC0814,Nashik Multispeciality Hospital,Hospital,Nashik,Maharashtra,20.124064,73.869028,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Good,Poor,Medium,Yes,Yes,Yes,Medium,31,1718,3.5,1,10,4,Average,Partial,85.2,Good,Low
LOC0815,Visakhapatnam Government College,College,Visakhapatnam,Andhra Pradesh,17.673975,83.268972,Yes,Yes,Yes,Yes,No,No,Yes,No,Good,Average,Medium,Yes,Yes,No,Medium,24,893,2,3,9,1,Good,Yes,88.2,Good,Low
LOC0816,Lucknow Grand Mall,Mall,Lucknow,Uttar Pradesh,26.916908,80.861056,Yes,Yes,Yes,No,Yes,Yes,No,No,Average,Average,Medium,Yes,Yes,No,High,25,6341,3.1,5,7,7,Good,Partial,73.2,Average,Medium
LOC0817,Lucknow Bus Depot,Bus Stop,Lucknow,Uttar Pradesh,26.719969,80.937127,No,Yes,No,No,No,No,No,Yes,Poor,Average,Low,No,Yes,No,High,21,2411,2.2,8,17,1,Poor,No,11.7,Poor,High
LOC0818,Coimbatore Bus Depot,Bus Stop,Coimbatore,Tamil Nadu,11.15034,77.090609,Yes,No,No,No,No,No,No,No,Poor,Good,High,No,Yes,No,High,11,282,3.7,4,10,1,NA,Yes,48.4,Poor,High
LOC0819,Pune Tehsil Office,Government Office,Pune,Maharashtra,18.614321,73.805279,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Poor,Average,Medium,Yes,Yes,Yes,Medium,18,970,3.7,2,9,1,NA,No,68.2,Average,Medium
LOC0820,Coimbatore Central Station,Railway Station,Coimbatore,Tamil Nadu,10.886681,77.07751,Yes,Yes,No,Yes,No,No,No,No,Average,Good,Low,Yes,Yes,Yes,High,26,12151,2.5,4,20,1,Good,Yes,63.3,Average,High
LOC0821,Lucknow Public Garden,Park,Lucknow,Uttar Pradesh,26.901048,80.922422,No,No,No,No,No,No,No,No,Poor,Average,High,No,Yes,Yes,Low,12,1815,3.5,3,3,1,NA,Partial,38.6,Poor,Medium
LOC0822,Mumbai Degree College,College,Mumbai,Maharashtra,19.047458,72.9218,No,Yes,Yes,Yes,Yes,No,No,No,Good,Good,Medium,Yes,No,No,Medium,39,4625,3.2,1,12,2,Average,Yes,82,Good,Low
LOC0823,Indore Airport Terminal,Airport,Indore,Madhya Pradesh,22.703626,75.925118,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Poor,Average,High,Yes,Yes,Yes,Medium,11,10449,3.2,0,3,3,Average,Yes,94.1,Excellent,Low
LOC0824,Indore Government College,College,Indore,Madhya Pradesh,22.761543,75.842928,No,No,Yes,No,No,Yes,Yes,No,Good,Average,Medium,Yes,No,Yes,Medium,29,1419,2.6,3,5,2,NA,Yes,65.6,Average,Medium
LOC0825,Patna Domestic Airport,Airport,Patna,Bihar,25.739912,85.218859,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Average,Average,High,Yes,No,Yes,Low,30,7460,4.3,1,20,4,Good,No,94.1,Excellent,Low
LOC0826,Kochi Government College,College,Kochi,Kerala,10.068481,76.265904,Yes,Yes,Yes,Yes,No,No,No,No,Good,Average,High,Yes,No,Yes,High,37,3079,3.3,6,20,2,Good,Yes,86.1,Good,Medium
LOC0827,Patna Shopping Mall,Mall,Patna,Bihar,25.461257,85.087731,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Average,Average,High,No,Yes,Yes,Medium,21,19131,3.5,3,9,6,Average,Yes,88.8,Good,Low
LOC0828,Indore Junction,Railway Station,Indore,Madhya Pradesh,22.60451,75.750021,No,No,No,No,Yes,No,No,No,Average,Poor,Low,Yes,Yes,No,High,38,15456,3.4,4,0,1,NA,Partial,25,Poor,High
LOC0829,Indore Bus Depot,Bus Stop,Indore,Madhya Pradesh,22.677782,75.913654,No,No,No,No,No,No,No,Yes,Poor,Good,Medium,Yes,Yes,No,High,18,2317,2.7,8,11,1,NA,Partial,29.1,Poor,High
LOC0830,Thane Medical Center,Hospital,Thane,Maharashtra,19.312915,72.898778,Yes,Yes,Yes,No,No,Yes,No,No,Average,Good,High,Yes,Yes,Yes,High,15,1495,3.5,2,21,7,Good,Partial,81.8,Good,Low
LOC0831,Pune City Bus Stop,Bus Stop,Pune,Maharashtra,18.44107,73.784747,Yes,Yes,No,No,No,No,Yes,No,Poor,Average,Low,No,Yes,No,High,4,2774,3,6,6,1,Average,Yes,42.3,Poor,High
LOC0832,Indore Temple Complex,Tourist Attraction,Indore,Madhya Pradesh,22.678706,75.968892,No,No,Yes,Yes,Yes,Yes,No,No,Poor,Average,Medium,Yes,No,Yes,Medium,2,1230,3.8,3,4,1,NA,Partial,57.4,Average,Medium
LOC0833,Kolkata Shopping Mall,Mall,Kolkata,West Bengal,22.648382,88.266015,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Average,Poor,High,Yes,Yes,Yes,High,12,3741,4,6,6,3,Good,Partial,81.3,Good,Medium
LOC0834,Pune District Office,Government Office,Pune,Maharashtra,18.513524,73.800986,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Poor,Good,Low,No,Yes,Yes,Medium,23,3237,3.3,2,11,3,Poor,Partial,64.7,Average,Medium
LOC0835,Pune Plaza Mall,Mall,Pune,Maharashtra,18.593196,73.923649,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Average,Average,High,No,Yes,Yes,Medium,38,18168,2.8,6,22,2,NA,Partial,76.3,Good,Low
LOC0836,Chennai Multispeciality Hospital,Hospital,Chennai,Tamil Nadu,13.064164,80.281857,No,Yes,Yes,No,No,No,Yes,Yes,Good,Good,Medium,Yes,Yes,Yes,Medium,10,3548,3.6,0,10,3,Average,Yes,84.3,Good,Low
LOC0837,Kolkata Central Station,Railway Station,Kolkata,West Bengal,22.537004,88.331075,Yes,No,Yes,No,No,Yes,No,No,Average,Poor,High,No,Yes,No,Low,42,18083,2.4,2,12,3,NA,Partial,54.8,Poor,Medium
LOC0838,Kolkata District Office,Government Office,Kolkata,West Bengal,22.496846,88.250877,No,Yes,No,Yes,No,No,No,Yes,Average,Average,Medium,Yes,Yes,Yes,High,14,608,2.9,6,18,1,Poor,Partial,50.2,Poor,High
LOC0839,Coimbatore Central Station,Railway Station,Coimbatore,Tamil Nadu,11.003504,77.020692,Yes,No,Yes,No,No,No,No,No,Average,Poor,Low,No,Yes,Yes,Low,38,18340,3.5,3,4,1,NA,No,34.5,Poor,High
LOC0840,Patna International Airport,Airport,Patna,Bihar,25.58097,85.146399,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Average,Average,High,Yes,Yes,Yes,Medium,5,3409,3.6,3,11,4,Average,Partial,87.7,Good,Low
LOC0841,Indore Junction,Railway Station,Indore,Madhya Pradesh,22.706562,75.72965,Yes,Yes,Yes,No,No,No,Yes,No,Average,Average,Medium,No,Yes,No,High,16,3004,3.2,4,21,3,Poor,No,50.2,Poor,High
LOC0842,Mumbai International Airport,Airport,Mumbai,Maharashtra,19.16239,72.968157,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Average,Good,High,Yes,No,No,Medium,16,19327,4.2,0,1,2,Poor,Yes,100,Excellent,Low
LOC0843,Mumbai Public Garden,Park,Mumbai,Maharashtra,19.068426,72.748466,No,No,No,Yes,No,No,Yes,No,Average,Average,High,Yes,Yes,Yes,Medium,19,2958,2.1,4,4,1,NA,Partial,55.5,Average,Medium
LOC0844,Guwahati College of Engineering,College,Guwahati,Assam,26.056427,91.745797,Yes,No,No,No,Yes,No,Yes,Yes,Poor,Good,Low,Yes,No,No,High,21,4324,2.3,5,20,2,NA,Partial,38.9,Poor,High
LOC0845,Udaipur Degree College,College,Udaipur,Rajasthan,24.701682,73.566406,Yes,Yes,Yes,No,No,Yes,Yes,No,Poor,Good,Low,Yes,No,Yes,High,5,4889,2,4,16,2,Poor,Partial,50.4,Poor,High
LOC0846,Kolkata Plaza Mall,Mall,Kolkata,West Bengal,22.442496,88.428342,Yes,No,No,No,Yes,Yes,No,No,Good,Good,Medium,Yes,No,Yes,High,6,11053,3.7,2,12,3,NA,Partial,69.7,Average,Medium
LOC0847,Lucknow Railway Station,Railway Station,Lucknow,Uttar Pradesh,26.859051,80.909353,Yes,No,Yes,No,No,Yes,No,No,Average,Poor,Low,Yes,Yes,Yes,Medium,17,16666,3.2,2,11,3,NA,Yes,50.4,Poor,High
LOC0848,Delhi Domestic Airport,Airport,Delhi,Delhi,28.8088,77.163138,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Average,Poor,High,Yes,No,Yes,Medium,44,8956,3.8,0,1,7,Good,Partial,92.2,Excellent,Low
LOC0849,Pune Degree College,College,Pune,Maharashtra,18.4919,73.914397,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Good,Average,Low,Yes,Yes,Yes,Low,37,2443,3,3,17,1,Average,Yes,85,Good,Medium
LOC0850,Coimbatore Domestic Airport,Airport,Coimbatore,Tamil Nadu,11.041791,76.886371,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Average,Good,High,Yes,Yes,Yes,High,6,17082,4.2,5,0,2,Average,Yes,99.6,Excellent,Medium
LOC0851,Udaipur Multispeciality Hospital,Hospital,Udaipur,Rajasthan,24.435824,73.666973,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Good,Good,Low,Yes,Yes,No,Low,32,1465,3.9,0,9,5,Good,Partial,95.4,Excellent,Medium
LOC0852,Mysuru Bus Stand,Bus Stop,Mysuru,Karnataka,12.308151,76.727098,Yes,Yes,No,No,No,No,No,Yes,Good,Average,Medium,Yes,Yes,Yes,Medium,8,1475,2.3,0,18,1,Poor,Partial,66.2,Average,Medium
LOC0853,Udaipur District Office,Government Office,Udaipur,Rajasthan,24.702272,73.595266,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Poor,Poor,High,Yes,Yes,Yes,Low,8,1769,3.1,3,20,2,Average,Partial,73.9,Average,Medium
LOC0854,Bhopal Government College,College,Bhopal,Madhya Pradesh,23.407997,77.324641,No,No,No,No,No,Yes,Yes,Yes,Average,Good,Medium,Yes,No,Yes,Low,23,516,4.1,3,3,3,NA,No,56.4,Average,Medium
LOC0855,Chennai Bus Depot,Bus Stop,Chennai,Tamil Nadu,12.969053,80.140126,No,No,Yes,No,No,No,No,No,Average,Poor,Medium,No,Yes,No,Medium,23,821,3.7,4,6,1,NA,Partial,34,Poor,High
LOC0856,Patna City Centre Mall,Mall,Patna,Bihar,25.714868,85.240056,Yes,Yes,Yes,Yes,No,No,Yes,No,Good,Good,Medium,Yes,Yes,No,Low,13,17177,4.2,0,4,3,Good,Yes,100,Excellent,Low
LOC0857,Jaipur Bus Stand,Bus Stop,Jaipur,Rajasthan,27.051831,75.801054,No,No,No,No,No,No,No,No,Average,Average,Medium,No,Yes,No,High,9,1774,1.7,5,8,1,NA,Partial,25.9,Poor,High
